Preco,Tamanho,CEP,Tipo_Imovel,Status_Imovel,Status_Aluguel,Cidade
410000,44013,IG6 3ED,Casa sem Quintal,Antigo,Vazio,Rio de Janeiro
340000,43937,E1W 3HT,Apartamento,Antigo,Alugado,Natal
320000,44028,IG11 0GU,Cobertura,Antigo,Vazio,Belo Horizonte
377500,44001,E8 1DS,Apartamento,Antigo,Alugado,Natal
137500,44006,RM1 1AJ,Apartamento,Antigo,Alugado,Canoas
325000,44022,N16 0EP,Apartamento,Antigo,Alugado,Natal
802500,44019,E17 9JS,Cobertura,Antigo,Vazio,Natal
295000,44001,RM1 1AR,Apartamento,Antigo,Alugado,Canoas
318000,44001,RM10 9XA,Cobertura,Antigo,Vazio,Belo Horizonte
555000,44026,IG5 0AG,Cobertura,Antigo,Vazio,Rio de Janeiro
372000,44032,N1 5SR,Apartamento,Antigo,Alugado,Natal
245000,44018,E14 8SW,Apartamento,Antigo,Alugado,Natal
839950,43840,IG8 9HB,Cobertura,Antigo,Vazio,Santos
390000,44012,E10 7DH,Cobertura,Antigo,Vazio,Natal
200000,43999,E2 8LA,Apartamento,Antigo,Alugado,Natal
650000,44036,E10 5RF,Cobertura,Antigo,Vazio,Natal
475000,44043,N16 8TJ,Apartamento,Antigo,Alugado,Natal
530000,43915,E11 3DW,Cobertura,Antigo,Vazio,Natal
350250,44005,E8 2EQ,Apartamento,Antigo,Alugado,Natal
325000,44019,RM10 9YB,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
285000,44012,E9 7ED,Apartamento,Antigo,Alugado,Natal
330000,44039,RM13 8AA,Cobertura,Antigo,Vazio,Santos
500000,44008,E1 1NE,Apartamento,Antigo,Alugado,Natal
397500,44008,E3 2SY,Apartamento,Antigo,Alugado,Natal
245000,43994,RM5 3XA,Apartamento,Antigo,Alugado,Canoas
390000,44043,E3 3QH,Apartamento,Antigo,Vazio,Natal
310000,44036,E2 9HT,Apartamento,Antigo,Alugado,Natal
380000,43993,E2 0NB,Apartamento,Antigo,Alugado,Natal
460000,44029,IG6 2EE,Cobertura,Antigo,Vazio,Rio de Janeiro
550000,44022,E18 1RH,Cobertura,Antigo,Vazio,Natal
325000,44027,RM13 7AX,Cobertura,Antigo,Vazio,Santos
352000,43973,RM14 1XR,Cobertura,Antigo,Vazio,Belo Horizonte
782500,44000,RM14 3EH,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
605000,44034,IG8 7EQ,Casa sem Quintal,Antigo,Vazio,Santos
245000,44008,E13 0HE,Apartamento,Antigo,Alugado,Natal
250000,44012,E5 9JU,Apartamento,Antigo,Alugado,Natal
425000,44012,RM6 5BT,Cobertura,Antigo,Vazio,Canoas
410000,44043,IG5 0BW,Cobertura,Antigo,Vazio,Rio de Janeiro
699000,44012,E1W 1LH,Apartamento,Antigo,Alugado,Natal
265000,44029,RM6 4BJ,Apartamento,Antigo,Alugado,Canoas
378000,44004,E1 3HP,Apartamento,Antigo,Alugado,Natal
300000,44039,RM2 5XE,Apartamento,Antigo,Alugado,Canoas
290000,44036,RM8 2BL,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
273000,44008,RM8 2JF,Cobertura,Antigo,Vazio,Belo Horizonte
630000,44022,IG1 3BS,Cobertura,Antigo,Vazio,Rio de Janeiro
315000,44027,E5 9HD,Apartamento,Antigo,Alugado,Natal
370000,44036,E11 4HD,Apartamento,Antigo,Alugado,Natal
300000,44039,N1 5TW,Apartamento,Antigo,Alugado,Natal
235000,44011,RM6 5LB,Apartamento,Antigo,Alugado,Canoas
435000,44008,E17 8NQ,Cobertura,Antigo,Vazio,Natal
570000,44014,E1 3HS,Apartamento,Antigo,Alugado,Natal
297500,43994,E4 8YS,Cobertura,Antigo,Vazio,Natal
445000,44013,N16 7DG,Apartamento,Antigo,Alugado,Natal
328000,44039,E1 1SB,Apartamento,Antigo,Alugado,Natal
415000,44035,E14 6RJ,Apartamento,Antigo,Alugado,Natal
470000,44027,E10 6NB,Cobertura,Antigo,Vazio,Natal
610000,44043,E9 5NX,Cobertura,Antigo,Vazio,Natal
230000,44022,RM11 3DQ,Apartamento,Antigo,Alugado,Santos
252000,43987,RM2 5UQ,Apartamento,Antigo,Alugado,Canoas
326000,44036,RM11 3JP,Apartamento,Antigo,Alugado,Santos
307000,43950,E11 3SF,Cobertura,Antigo,Alugado,Natal
450000,44032,E13 8NP,Cobertura,Antigo,Vazio,Natal
204000,43994,E3 5DX,Apartamento,Antigo,Alugado,Natal
177500,44042,RM3 9SS,Apartamento,Antigo,Alugado,Canoas
320000,44008,E6 5XZ,Casa sem Quintal,Antigo,Alugado,Natal
436000,44039,RM5 2RB,Casa sem Quintal,Antigo,Vazio,Canoas
285000,44050,RM3 7DX,Cobertura,Antigo,Vazio,Canoas
355000,44012,RM10 9DH,Cobertura,Antigo,Vazio,Belo Horizonte
275000,44022,RM6 6DJ,Apartamento,Antigo,Alugado,Canoas
430500,44015,E10 6QJ,Apartamento,Antigo,Alugado,Natal
300000,43971,IG8 8NN,Apartamento,Antigo,Alugado,Santos
245000,44013,IG1 4DE,Apartamento,Antigo,Alugado,Rio de Janeiro
250000,44008,IG11 7AB,Apartamento,Antigo,Alugado,Belo Horizonte
475000,44006,N1 7NB,Apartamento,Antigo,Alugado,Natal
350000,44030,E16 4NQ,Cobertura,Antigo,Vazio,Natal
335000,44025,E15 1UD,Casa sem Quintal,Antigo,Alugado,Natal
855000,43973,E8 4DQ,Apartamento,Antigo,Alugado,Natal
600000,44029,N1 4HS,Apartamento,Antigo,Alugado,Natal
220000,43966,RM10 8GP,Apartamento,Antigo,Alugado,Belo Horizonte
165000,44015,E16 2NA,Apartamento,Antigo,Alugado,Natal
420000,44013,RM5 2NL,Cobertura,Antigo,Vazio,Canoas
311500,43986,E14 9GA,Apartamento,Antigo,Alugado,Natal
225000,43886,E17 4GB,Apartamento,Antigo,Alugado,Natal
317500,44036,RM11 2AA,Apartamento,Antigo,Alugado,Santos
403500,44035,E3 2GP,Apartamento,Antigo,Alugado,Natal
350000,44008,E15 4QA,Apartamento,Antigo,Alugado,Natal
320000,43886,E17 4GE,Apartamento,Antigo,Alugado,Natal
325000,44036,E15 3BJ,Cobertura,Antigo,Vazio,Natal
131250,44004,E5 9HH,Apartamento,Antigo,Alugado,Natal
370000,43984,E14 9LS,Apartamento,Antigo,Alugado,Natal
485000,44029,IG8 0TQ,Apartamento,Antigo,Alugado,Santos
370000,44027,IG8 8LX,Cobertura,Antigo,Vazio,Santos
840000,44012,N16 8JB,Apartamento,Antigo,Alugado,Natal
260000,43882,IG1 2AQ,Apartamento,Antigo,Alugado,Rio de Janeiro
351000,44021,E8 4QA,Apartamento,Antigo,Alugado,Natal
170000,44011,E15 2SL,Apartamento,Antigo,Alugado,Natal
530000,43958,E14 7JR,Apartamento,Antigo,Alugado,Natal
325000,44029,E17 3RN,Apartamento,Antigo,Alugado,Natal
335000,43994,E17 3EE,Apartamento,Antigo,Alugado,Natal
405000,44039,RM3 0XS,Casa sem Quintal,Antigo,Vazio,Canoas
360000,43894,RM6 5SB,Cobertura,Antigo,Vazio,Canoas
315000,43917,RM5 2AU,Cobertura,Antigo,Vazio,Canoas
310000,44036,RM13 7XT,Cobertura,Antigo,Vazio,Santos
445000,43990,RM6 5RP,Cobertura,Antigo,Vazio,Canoas
626000,44029,N4 2HR,Apartamento,Antigo,Alugado,Natal
511000,43990,E1 4RR,Apartamento,Antigo,Alugado,Natal
415000,44015,E17 9ES,Apartamento,Antigo,Alugado,Natal
397750,44007,N4 2LA,Apartamento,Antigo,Alugado,Natal
260000,44008,IG11 7QY,Cobertura,Antigo,Vazio,Belo Horizonte
600000,44039,RM2 6LT,Casa sem Quintal,Antigo,Vazio,Canoas
345000,44011,E16 1GD,Apartamento,Antigo,Alugado,Natal
245000,43980,IG2 6LQ,Apartamento,Antigo,Alugado,Rio de Janeiro
770500,44021,E4 6DG,Casa sem Quintal,Antigo,Vazio,Natal
445000,44013,E4 8EU,Cobertura,Antigo,Vazio,Natal
255000,44021,RM9 6EF,Apartamento,Antigo,Alugado,Belo Horizonte
250000,43994,RM1 4WF,Apartamento,Antigo,Alugado,Canoas
410000,44018,IG6 2NW,Cobertura,Antigo,Vazio,Rio de Janeiro
490000,43997,EC1Y 8JL,Apartamento,Antigo,Alugado,Natal
675000,44013,N1 7EW,Apartamento,Antigo,Alugado,Natal
350000,44022,RM6 6AJ,Casa sem Quintal,Antigo,Vazio,Canoas
818000,44011,E1 6FQ,Apartamento,Antigo,Alugado,Natal
240000,44012,IG2 7ED,Apartamento,Antigo,Alugado,Rio de Janeiro
168000,44005,N19 4RU,Apartamento,Antigo,Alugado,Natal
650000,43889,N1 7TU,Apartamento,Antigo,Alugado,Natal
425000,44029,IG2 6SB,Cobertura,Antigo,Vazio,Rio de Janeiro
407500,44027,E14 9EX,Apartamento,Antigo,Alugado,Natal
157500,43994,E15 4GH,Apartamento,Antigo,Alugado,Natal
457000,44026,E4 6SP,Cobertura,Antigo,Vazio,Natal
415000,44041,E14 9HG,Apartamento,Antigo,Alugado,Natal
625000,44032,RM3 0LT,Casa sem Quintal,Antigo,Vazio,Canoas
265000,43993,RM1 3AW,Apartamento,Antigo,Alugado,Canoas
372500,44026,EC2A 3EN,Apartamento,Antigo,Alugado,Natal
305000,43980,RM8 2AR,Apartamento,Antigo,Alugado,Belo Horizonte
568000,44026,N4 3BH,Apartamento,Antigo,Alugado,Natal
540000,44043,E17 6AW,Cobertura,Antigo,Vazio,Natal
245000,43991,IG2 6TH,Apartamento,Antigo,Alugado,Rio de Janeiro
415000,44036,RM2 6NU,Casa sem Quintal,Antigo,Vazio,Canoas
450000,44034,IG3 8DJ,Cobertura,Antigo,Vazio,Rio de Janeiro
385000,44022,IG1 2EU,Cobertura,Antigo,Vazio,Rio de Janeiro
570000,44013,E17 4PE,Cobertura,Antigo,Vazio,Natal
445000,44033,IG6 2EL,Casa sem Quintal,Antigo,Vazio,Rio de Janeiro
335000,43980,IG11 7RF,Cobertura,Antigo,Vazio,Belo Horizonte
450000,44008,RM3 0JU,Cobertura,Antigo,Vazio,Canoas
430000,44039,E15 4DJ,Cobertura,Antigo,Vazio,Natal
610000,44014,RM14 2LN,Casa com Quintal,Antigo,Vazio,Belo Horizonte
442500,44028,RM14 3JL,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
620000,44021,RM2 6PY,Casa sem Quintal,Antigo,Vazio,Canoas
653000,44033,E18 2HZ,Cobertura,Antigo,Vazio,Natal
250000,44022,IG1 3DB,Apartamento,Antigo,Alugado,Rio de Janeiro
675000,44006,E17 6AN,Cobertura,Antigo,Vazio,Natal
652500,43994,E4 7HX,Casa sem Quintal,Antigo,Vazio,Natal
685000,44027,E17 3QP,Cobertura,Antigo,Vazio,Natal
403000,44022,E6 3SL,Cobertura,Antigo,Vazio,Natal
415000,43966,RM11 2AX,Cobertura,Antigo,Vazio,Santos
470000,44029,RM2 5AU,Cobertura,Antigo,Vazio,Canoas
395000,44014,IG6 2LL,Cobertura,Antigo,Vazio,Rio de Janeiro
670000,44036,E17 8AP,Cobertura,Antigo,Vazio,Natal
378000,44000,E16 3NT,Cobertura,Antigo,Vazio,Natal
450000,44008,RM14 1ER,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
275000,44001,RM1 2QL,Casa sem Quintal,Antigo,Vazio,Canoas
407000,44036,E17 4JP,Cobertura,Antigo,Vazio,Natal
435000,43990,E13 0HA,Cobertura,Antigo,Vazio,Natal
420000,44008,E13 0AG,Cobertura,Antigo,Vazio,Natal
575000,44012,E4 9AY,Cobertura,Antigo,Vazio,Natal
465000,44015,RM12 4RA,Casa sem Quintal,Antigo,Vazio,Santos
350400,44007,RM7 8QU,Cobertura,Antigo,Vazio,Canoas
305000,43999,RM10 8NB,Cobertura,Antigo,Vazio,Belo Horizonte
308000,44008,RM10 8QA,Cobertura,Antigo,Vazio,Belo Horizonte
306000,44022,RM8 2BY,Cobertura,Antigo,Vazio,Belo Horizonte
255000,44005,RM9 5RR,Cobertura,Antigo,Vazio,Belo Horizonte
715000,43991,E18 1LZ,Casa sem Quintal,Antigo,Vazio,Natal
360000,44011,RM12 4BU,Cobertura,Antigo,Vazio,Santos
335000,44022,RM3 7UB,Cobertura,Antigo,Vazio,Canoas
450000,44027,RM12 6DL,Casa sem Quintal,Antigo,Vazio,Santos
500000,44036,E4 8EP,Cobertura,Antigo,Vazio,Natal
315500,44043,RM9 5JJ,Cobertura,Antigo,Vazio,Belo Horizonte
430000,43994,E4 9AS,Cobertura,Antigo,Vazio,Natal
549950,44043,E4 9RG,Cobertura,Antigo,Vazio,Natal
430000,44028,RM1 2QL,Cobertura,Antigo,Vazio,Canoas
400000,44000,RM10 7TL,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
417500,44036,RM14 2NS,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
707500,44008,RM11 2PY,Casa com Quintal,Antigo,Vazio,Santos
430000,44008,IG2 7SZ,Casa sem Quintal,Antigo,Vazio,Rio de Janeiro
410000,44015,RM3 0UX,Cobertura,Antigo,Vazio,Canoas
395000,44015,E6 2HE,Casa sem Quintal,Antigo,Vazio,Natal
400000,44012,IG6 3TQ,Casa sem Quintal,Antigo,Vazio,Rio de Janeiro
562000,44004,IG2 7JN,Casa sem Quintal,Antigo,Vazio,Rio de Janeiro
320000,44034,RM3 7BH,Casa sem Quintal,Antigo,Vazio,Canoas
170000,44034,E11 3AN,Cobertura,Antigo,Vazio,Natal
525000,44005,IG1 3LQ,Cobertura,Antigo,Vazio,Rio de Janeiro
341000,43850,RM10 8DF,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
415000,44022,E15 2BD,Cobertura,Antigo,Vazio,Natal
487000,44046,E15 1DY,Cobertura,Antigo,Vazio,Natal
483000,44013,RM2 5DB,Cobertura,Antigo,Vazio,Canoas
360000,44001,IG6 3EP,Cobertura,Antigo,Vazio,Rio de Janeiro
935000,43917,N1 5BY,Casa sem Quintal,Antigo,Alugado,Natal
2465000,44028,SE3 0LJ,Casa com Quintal,Antigo,Vazio,Natal
295000,43987,HA0 2SF,Apartamento,Antigo,Alugado,Rio de Janeiro
143500,43987,E8 1FL,Apartamento,Antigo,Alugado,Natal
320000,44039,EN5 5JS,Apartamento,Antigo,Alugado,Recife
335000,44043,N7 8LT,Apartamento,Antigo,Alugado,Natal
238700,44028,NW9 8DG,Apartamento,Antigo,Alugado,Natal
298000,44022,N11 1ND,Apartamento,Antigo,Alugado,Natal
2300000,44022,W5 2BJ,Apartamento,Antigo,Alugado,Natal
283000,44018,N7 8PP,Apartamento,Antigo,Alugado,Natal
375000,44029,HA8 5FG,Apartamento,Antigo,Alugado,Belo Horizonte
400000,44029,EN5 2RY,Apartamento,Antigo,Alugado,Recife
296000,44039,UB10 9AR,Apartamento,Antigo,Alugado,Belo Horizonte
155000,43901,UB7 8AU,Apartamento,Antigo,Alugado,Rio de Janeiro
515000,44018,N4 1EQ,Apartamento,Antigo,Alugado,Natal
342500,44007,EN1 2LG,Apartamento,Antigo,Alugado,Salvador
215000,43990,UB4 0EJ,Apartamento,Antigo,Alugado,Ipatinga
339130,43990,W4 1YA,Apartamento,Antigo,Alugado,Natal
185500,44008,HA2 0FJ,Apartamento,Antigo,Alugado,Rio de Janeiro
570000,44008,E2 0DL,Apartamento,Antigo,Alugado,Natal
370000,44000,N15 4EB,Apartamento,Antigo,Alugado,Natal
350000,44028,UB10 0FQ,Apartamento,Antigo,Alugado,Belo Horizonte
427500,43858,HA8 5FJ,Apartamento,Antigo,Alugado,Belo Horizonte
488000,43977,N11 1ND,Apartamento,Antigo,Alugado,Natal
720000,44029,N19 4RU,Apartamento,Antigo,Alugado,Natal
485000,44050,N22 5HY,Apartamento,Antigo,Alugado,Natal
115000,44012,NW9 5ZS,Apartamento,Antigo,Alugado,Natal
420000,44022,E5 8JU,Apartamento,Antigo,Alugado,Natal
167500,43999,E9 6FD,Apartamento,Antigo,Alugado,Natal
904000,44008,N5 1JT,Apartamento,Antigo,Alugado,Natal
775000,43892,W3 6BQ,Apartamento,Antigo,Alugado,Natal
637000,44036,N8 9BN,Cobertura,Antigo,Alugado,Natal
730000,43999,N10 1EA,Apartamento,Antigo,Alugado,Natal
400000,44012,W11 1QH,Apartamento,Antigo,Alugado,Natal
195000,44022,E11 2PS,Apartamento,Antigo,Alugado,Natal
875000,43973,W6 7QH,Apartamento,Antigo,Alugado,Natal
550000,43966,IG6 1NT,Cobertura,Antigo,Vazio,Rio de Janeiro
2150000,43910,SW1X 0BD,Apartamento,Antigo,Alugado,Natal
360000,44004,E18 1JA,Apartamento,Antigo,Alugado,Natal
600000,44022,SW6 7EQ,Apartamento,Antigo,Alugado,Natal
375000,44029,E18 2HS,Apartamento,Antigo,Alugado,Natal
260000,44034,RM2 5PS,Apartamento,Antigo,Alugado,Canoas
930000,44001,SW10 9QZ,Apartamento,Antigo,Alugado,Natal
160000,43958,SW10 0JR,Apartamento,Antigo,Alugado,Natal
249000,43921,SW10 0JR,Apartamento,Antigo,Alugado,Natal
178000,43935,SW10 0JR,Apartamento,Antigo,Alugado,Natal
178000,43921,SW10 0JR,Apartamento,Antigo,Alugado,Natal
272000,43921,SW10 0JR,Apartamento,Antigo,Alugado,Natal
213000,43921,SW10 0JR,Apartamento,Antigo,Alugado,Natal
213000,43921,SW10 0JR,Apartamento,Antigo,Alugado,Natal
189000,43930,SW10 0JR,Apartamento,Antigo,Alugado,Natal
225000,44001,SW10 0JR,Apartamento,Antigo,Alugado,Natal
272000,43921,SW10 0JR,Apartamento,Antigo,Alugado,Natal
189000,43920,SW10 0JR,Apartamento,Antigo,Alugado,Natal
201000,43922,SW10 0JR,Apartamento,Antigo,Alugado,Natal
201000,43921,SW10 0JR,Apartamento,Antigo,Alugado,Natal
295000,43921,SW10 0JR,Apartamento,Antigo,Alugado,Natal
201000,43980,SW10 0JR,Apartamento,Antigo,Alugado,Natal
201000,43923,SW10 0JR,Apartamento,Antigo,Alugado,Natal
199000,44007,IG1 3DN,Apartamento,Antigo,Alugado,Rio de Janeiro
800000,44012,W12 9QA,Apartamento,Antigo,Alugado,Natal
5850000,43865,SW10 0AA,Apartamento,Novo,Alugado,Natal
701250,43871,W8 7NQ,Apartamento,Antigo,Alugado,Natal
9050000,44027,SW5 0BJ,Cobertura,Antigo,Vazio,Natal
690000,44022,CR8 2JG,Cobertura,Antigo,Vazio,Ipatinga
690000,44018,SE13 7TU,Cobertura,Antigo,Vazio,Natal
1200000,44033,SE22 9NE,Cobertura,Antigo,Vazio,Natal
1620000,44015,SE5 8RE,Casa com Quintal,Antigo,Vazio,Natal
5950000,44027,W8 6HE,Cobertura,Antigo,Vazio,Natal
755000,44015,SE9 1DZ,Casa com Quintal,Antigo,Vazio,Natal
500000,44012,SE10 0RS,Cobertura,Antigo,Vazio,Natal
1100000,44036,SW11 6NX,Cobertura,Antigo,Vazio,Natal
470000,44022,SE18 7RT,Cobertura,Antigo,Vazio,Natal
1305000,44022,W6 0PE,Cobertura,Antigo,Vazio,Natal
1750000,44026,E8 1NT,Cobertura,Antigo,Vazio,Natal
730000,44025,SE22 9DG,Cobertura,Antigo,Vazio,Natal
1280000,44013,SW12 0HR,Cobertura,Antigo,Vazio,Natal
875000,44026,E5 0JD,Cobertura,Antigo,Vazio,Natal
780000,44015,SE22 0DP,Casa sem Quintal,Antigo,Vazio,Natal
1300000,44040,SW4 0LU,Cobertura,Antigo,Vazio,Natal
1500000,44027,SE3 7PF,Casa sem Quintal,Antigo,Vazio,Natal
1800000,44012,N6 6AJ,Casa sem Quintal,Antigo,Vazio,Natal
1530000,43854,SE24 0NS,Casa sem Quintal,Antigo,Vazio,Natal
2686060,44043,W14 8LQ,Cobertura,Antigo,Vazio,Natal
1190000,43979,SW17 7NB,Cobertura,Antigo,Vazio,Natal
848500,43999,SW17 9NQ,Cobertura,Antigo,Vazio,Natal
500000,44008,SE23 2EZ,Cobertura,Antigo,Vazio,Natal
548000,44008,SE23 2EY,Cobertura,Antigo,Vazio,Natal
1030000,44007,SE22 8QD,Cobertura,Antigo,Vazio,Natal
2455000,44015,N6 6AB,Casa com Quintal,Antigo,Vazio,Natal
1249900,44039,N16 8JZ,Cobertura,Antigo,Vazio,Natal
450000,44048,SW16 5UA,Cobertura,Antigo,Vazio,Natal
950000,44012,SE22 9PJ,Cobertura,Antigo,Vazio,Natal
1115000,44012,SE5 9AX,Casa sem Quintal,Antigo,Vazio,Natal
2375000,44026,WC1N 3AD,Cobertura,Antigo,Vazio,Natal
2425000,44025,W6 0AH,Cobertura,Antigo,Vazio,Natal
605000,44036,SW16 5XG,Cobertura,Antigo,Vazio,Natal
725000,44014,N4 2JB,Apartamento,Antigo,Alugado,Natal
318000,44033,E11 3DN,Apartamento,Antigo,Alugado,Natal
470000,44036,HA8 8AX,Apartamento,Antigo,Alugado,Belo Horizonte
418000,44008,E17 5JF,Apartamento,Antigo,Alugado,Natal
385000,44008,N7 8AB,Apartamento,Antigo,Alugado,Natal
740000,44008,NW10 5UE,Apartamento,Antigo,Alugado,Natal
375000,44012,E17 9JD,Apartamento,Antigo,Alugado,Natal
395000,44042,N1 4QY,Apartamento,Antigo,Alugado,Natal
387500,44015,E17 8HN,Cobertura,Antigo,Alugado,Natal
432000,44020,N1 6BL,Apartamento,Antigo,Alugado,Natal
242500,44012,E4 7JZ,Apartamento,Antigo,Alugado,Natal
312000,44039,TW7 5DG,Apartamento,Antigo,Alugado,Brusque
445000,44036,E14 9AY,Apartamento,Antigo,Alugado,Natal
335000,44029,E17 5EP,Apartamento,Antigo,Alugado,Natal
232000,43951,TW5 0LF,Apartamento,Antigo,Alugado,Belo Horizonte
355000,44005,NW7 2LL,Apartamento,Antigo,Alugado,Natal
550000,43972,W5 2AD,Apartamento,Antigo,Alugado,Natal
455500,44015,E17 4JY,Apartamento,Antigo,Alugado,Natal
552500,44018,E5 0BB,Apartamento,Antigo,Alugado,Natal
505000,44035,TW5 0QT,Casa sem Quintal,Antigo,Vazio,Belo Horizonte
600000,44043,EN5 2FG,Cobertura,Antigo,Alugado,Recife
260000,44022,N9 9SH,Apartamento,Antigo,Alugado,Natal
455000,44041,HA8 8GA,Apartamento,Antigo,Alugado,Belo Horizonte
382500,44020,E14 7SZ,Apartamento,Antigo,Alugado,Natal
925000,44004,W5 2JU,Apartamento,Antigo,Alugado,Natal
785000,44027,UB10 0GE,Casa com Quintal,Antigo,Vazio,Belo Horizonte
442000,44012,E17 5AU,Apartamento,Antigo,Alugado,Natal
699950,43999,W4 1SE,Apartamento,Antigo,Alugado,Natal
433000,43865,E14 0NJ,Apartamento,Antigo,Alugado,Natal
450000,44011,UB3 2EY,Cobertura,Antigo,Vazio,Ipatinga
750000,44042,N5 2EA,Apartamento,Antigo,Alugado,Natal
105000,44022,NW7 1FY,Apartamento,Antigo,Alugado,Natal
166250,44022,EN4 8FL,Apartamento,Antigo,Alugado,Recife
300000,43935,W6 9LT,Apartamento,Antigo,Alugado,Natal
735000,44027,W6 8QJ,Apartamento,Antigo,Alugado,Natal
325000,44001,E18 2HR,Apartamento,Antigo,Alugado,Natal
1000000,44015,SW10 0NH,Apartamento,Antigo,Alugado,Natal
875000,44046,W14 0NH,Cobertura,Antigo,Alugado,Natal
150000,44019,RM2 6EW,Apartamento,Antigo,Alugado,Canoas
505000,44022,IG1 3LD,Cobertura,Antigo,Vazio,Rio de Janeiro
785000,44025,W14 9AS,Apartamento,Antigo,Alugado,Natal
645000,44001,SW6 2SF,Apartamento,Antigo,Alugado,Natal
865000,44047,SW5 9LA,Apartamento,Antigo,Alugado,Natal
155000,43983,RM3 7UP,Apartamento,Antigo,Alugado,Canoas
865000,44022,W14 0JJ,Apartamento,Antigo,Alugado,Natal
600000,44020,SW6 2GG,Apartamento,Antigo,Alugado,Natal
340000,44015,RM12 5DE,Cobertura,Antigo,Vazio,Santos
385000,44027,RM3 9FA,Cobertura,Antigo,Vazio,Canoas
533250,44036,SW6 4EQ,Apartamento,Antigo,Alugado,Natal
325000,44018,E11 2AR,Apartamento,Antigo,Alugado,Natal
540000,44008,RM3 0FJ,Casa sem Quintal,Antigo,Vazio,Canoas
640000,44007,SW6 4EP,Apartamento,Antigo,Alugado,Natal
1950000,44015,W6 9GX,Apartamento,Antigo,Alugado,Natal
268000,43993,RM3 9FA,Apartamento,Antigo,Alugado,Canoas
225000,43924,RM13 7JA,Apartamento,Antigo,Alugado,Santos
2700000,43908,W6 9GD,Apartamento,Antigo,Alugado,Natal
265209,43871,SW6 2YE,Apartamento,Novo,Alugado,Natal
1650000,43861,SW10 0HQ,Apartamento,Novo,Alugado,Natal
244762,43857,W6 0BU,Apartamento,Novo,Alugado,Natal
510000,43887,RM2 5JU,Apartamento,Novo,Alugado,Canoas
265000,43885,IG7 4FH,Apartamento,Novo,Alugado,Ipatinga
600000,43889,RM2 5JU,Apartamento,Novo,Alugado,Canoas
756000,43887,SW6 2XH,Apartamento,Novo,Alugado,Natal
275000,43887,IG7 4FH,Apartamento,Novo,Alugado,Ipatinga
265209,43875,SW6 2XH,Apartamento,Novo,Alugado,Natal
685000,44040,SW6 2LT,Apartamento,Antigo,Alugado,Natal
2006000,43882,SW10 0HQ,Apartamento,Novo,Alugado,Natal
1121400,43903,SW6 2XH,Apartamento,Novo,Alugado,Natal
2137100,43892,SW6 2XH,Apartamento,Novo,Alugado,Natal
315000,43885,IG7 4FH,Apartamento,Novo,Alugado,Ipatinga
325000,43886,IG7 4FH,Apartamento,Novo,Alugado,Ipatinga
250000,43896,RM14 3JX,Cobertura,Antigo,Vazio,Belo Horizonte
4170000,43913,SW10 0AA,Apartamento,Novo,Alugado,Natal
840000,43885,IG7 4HX,Casa com Quintal,Novo,Vazio,Ipatinga
256700,43914,RM7 9DH,Apartamento,Novo,Alugado,Canoas
242500,43915,RM7 9DF,Apartamento,Novo,Alugado,Canoas
450000,44036,W6 8HT,Apartamento,Antigo,Alugado,Natal
1375000,43908,SW10 0HG,Apartamento,Novo,Alugado,Natal
230000,43928,RM7 9DH,Apartamento,Novo,Alugado,Canoas
260000,43899,RM7 9DH,Apartamento,Novo,Alugado,Canoas
230000,43899,RM7 9DF,Apartamento,Novo,Alugado,Canoas
285000,43928,RM7 9DH,Apartamento,Novo,Alugado,Canoas
230000,43935,RM7 9DH,Apartamento,Novo,Alugado,Canoas
2550000,43929,W12 7FT,Apartamento,Novo,Alugado,Natal
8500000,43924,SW10 0HQ,Apartamento,Novo,Alugado,Natal
800000,43917,IG7 4HX,Casa com Quintal,Novo,Vazio,Ipatinga
532000,44018,SE13 7HW,Cobertura,Antigo,Vazio,Natal
1170000,44048,SW6 7EU,Cobertura,Antigo,Vazio,Natal
600000,44035,SE7 7PR,Cobertura,Antigo,Vazio,Natal
1365000,44022,N19 3BQ,Casa sem Quintal,Antigo,Vazio,Natal
520000,44025,SE9 1QS,Cobertura,Antigo,Vazio,Natal
1975000,44043,SW6 7UR,Cobertura,Antigo,Vazio,Natal
349000,44034,SE18 2PN,Cobertura,Antigo,Vazio,Natal
640000,44039,SE12 0TH,Cobertura,Antigo,Vazio,Natal
1040000,44013,E5 0NJ,Cobertura,Antigo,Vazio,Natal
1080000,43930,SE13 5QW,Casa sem Quintal,Antigo,Vazio,Natal
710000,44021,SE9 1AL,Casa sem Quintal,Antigo,Vazio,Natal
335000,44043,SE2 0ET,Cobertura,Antigo,Vazio,Natal
790000,43902,SW17 9PZ,Cobertura,Antigo,Vazio,Natal
1200000,44032,SW16 2AT,Cobertura,Antigo,Vazio,Natal
496500,44022,SE10 0RS,Cobertura,Antigo,Vazio,Natal
3900000,44036,SW3 4DJ,Cobertura,Antigo,Vazio,Natal
